epoch,body,left_ear,loss,lr,nose,right_ear,tail_base,val_body,val_left_ear,val_loss,val_nose,val_right_ear,val_tail_base
0,0.005131079815328121,0.006956971250474453,0.0066960640251636505,1e-04,0.007387584540992975,0.006969872396439314,0.007034812588244677,0.003537253476679325,0.006490145344287157,0.006053948309272528,0.007101783063262701,0.006839301902800798,0.006301254965364933
1,0.0022597862407565117,0.006428420078009367,0.005609567277133465,1e-04,0.006965806242078543,0.00648536765947938,0.005908455234020948,0.0013721480499953032,0.006721545476466417,0.0054212287068367004,0.006756393238902092,0.006750829517841339,0.005505226086825132
2,0.0011095968075096607,0.005981744267046452,0.004974666982889175,1e-04,0.006529935635626316,0.0060496157966554165,0.005202451255172491,0.0008717785240150988,0.0056264763697981834,0.004573903512209654,0.006330976728349924,0.005805388558655977,0.004234896972775459
3,0.0008343879599124193,0.00556828873232007,0.004463966935873032,1e-04,0.005978214088827372,0.005616005510091782,0.004322945140302181,0.0005596463452093303,0.005141051951795816,0.003979869186878204,0.0056473370641469955,0.005055522080510855,0.0034957928583025932
4,0.0005791945732198656,0.005266610067337751,0.0040908739902079105,1e-04,0.005492528434842825,0.005222211126238108,0.0038938226643949747,0.0005691496771760285,0.005441003944724798,0.004279450513422489,0.005712995305657387,0.005558297969400883,0.004115804098546505
5,0.0004893726436421275,0.004759406205266714,0.0037212453316897154,1e-04,0.005131135229021311,0.004801157861948013,0.0034251557663083076,0.00041553881601430476,0.004497411195188761,0.003470748197287321,0.004695550538599491,0.00466132303699851,0.0030839189421385527
6,0.00041348516242578626,0.004366068635135889,0.003401721129193902,1e-04,0.004667187109589577,0.004416517913341522,0.0031453457195311785,0.0002585005422588438,0.003988627810031176,0.003238887758925557,0.004406272433698177,0.004276101943105459,0.0032649401109665632
7,0.0003433926613070071,0.00390708539634943,0.003077756380662322,1e-04,0.004360652528703213,0.004019698593765497,0.0027579539455473423,0.00026684312615543604,0.0038434681482613087,0.0029960230458527803,0.004295704420655966,0.00424891896545887,0.002325182082131505
8,0.0003125178045593202,0.0037739817053079605,0.0028998504858464003,1e-04,0.004132916685193777,0.0038154807407408953,0.0024643545038998127,0.000447790720500052,0.0037878933362662792,0.002841722685843706,0.0038766073994338512,0.003781269770115614,0.00231505511328578
9,0.00025851992540992796,0.003495234763249755,0.002712634392082691,1e-04,0.00392103148624301,0.0036098258569836617,0.002278565661981702,0.0002377663622610271,0.0036873063072562218,0.0029537968803197145,0.004067940171808004,0.004108083434402943,0.0026678869035094976
10,0.0002397544012637809,0.0032635589595884085,0.0025146265979856253,1e-04,0.0037219622172415257,0.003321539843454957,0.002026319270953536,0.00016044883523136377,0.0035999659448862076,0.0026525610592216253,0.0036240876652300358,0.0036383538972586393,0.0022399472072720528
11,0.00022037320013623685,0.003150700591504574,0.0024238922633230686,1e-04,0.0036122924648225307,0.003181298729032278,0.001954802079126239,0.00017763143114279956,0.003539511701092124,0.0026307355146855116,0.003730637952685356,0.0036503197625279427,0.002055576303973794
12,0.00019461700867395848,0.002888350747525692,0.002250236924737692,1e-04,0.0033648270182311535,0.0029764568898826838,0.0018269300926476717,0.00024479362764395773,0.003298152005299926,0.002492052735760808,0.003669129917398095,0.0033886549063026905,0.001859532087109983
13,0.00018993894627783448,0.0028032578993588686,0.002192211104556918,1e-04,0.003314188914373517,0.0028780794236809015,0.001775593962520361,0.00016268622130155563,0.003403034759685397,0.0024920653086155653,0.0035167045425623655,0.0034625523258000612,0.0019153495086356997
14,0.0001623723073862493,0.0026815326418727636,0.002093318849802017,1e-04,0.0031935377046465874,0.0027588068041950464,0.0016703457804396749,0.000161025658599101,0.0034897117875516415,0.002524645533412695,0.0034573478624224663,0.003515083808451891,0.0020000578369945288
15,0.00016622587281744927,0.002592995995655656,0.0020235078409314156,1e-04,0.0031074131838977337,0.002659074729308486,0.0015918314456939697,0.00019481315393932164,0.0033039723057299852,0.00239884783513844,0.0033843927085399628,0.003390977391973138,0.0017200844595208764
16,0.00016442371997982264,0.0024308860301971436,0.0019194846972823143,1e-04,0.0030050226487219334,0.0025182696990668774,0.0014788219705224037,0.00013743295858148485,0.0031435557175427675,0.0022515978198498487,0.00332430936396122,0.003070458769798279,0.0015822331188246608
17,0.00014744640793651342,0.0023332685232162476,0.0018125962233170867,1e-04,0.0028665296267718077,0.0023830870632082224,0.001332649844698608,0.00014433632895816118,0.0030878379475325346,0.002335060853511095,0.003419463522732258,0.0032941082026809454,0.0017295582219958305
18,0.00013381626922637224,0.0022775300312787294,0.0017916946671903133,1e-04,0.0027998778969049454,0.0023544016294181347,0.0013928472762927413,0.00012570692342706025,0.0033022547140717506,0.0023379193153232336,0.003391906153410673,0.0032721299212425947,0.0015975962160155177
19,0.00013866039807908237,0.002238925313577056,0.0017468315782025456,1e-04,0.0027341842651367188,0.0023038603831082582,0.0013185265706852078,0.00011643928155535832,0.0030488246120512486,0.0021753835026174784,0.0030565541237592697,0.003140051383525133,0.0015150482067838311
20,0.00012584774231072515,0.002115820534527302,0.0016528090927749872,1e-04,0.002626333385705948,0.0021715331822633743,0.0012245125835761428,0.00016896041051950306,0.002923268359154463,0.0021728724241256714,0.0030907003674656153,0.003035231027752161,0.0016462032217532396
21,0.00011794715828727931,0.0020722304470837116,0.0016274894587695599,1e-04,0.002594434656202793,0.0021689238492399454,0.0011839092476293445,0.00010198142990702763,0.0031026145443320274,0.002238093176856637,0.0032701524905860424,0.0031280997209250927,0.0015876173274591565
22,0.00011722316412487999,0.00201868312433362,0.0015848077600821853,1e-04,0.0025443737395107746,0.0020869749132543802,0.0011567865731194615,0.0001271893415832892,0.003041056916117668,0.0021839754190295935,0.003217438468709588,0.0030389316380023956,0.001495257019996643
23,0.00011904997518286109,0.001965814270079136,0.0015473089879378676,1e-04,0.002487458987161517,0.0020218323916196823,0.0011423892574384809,0.00011410725710447878,0.0030182311311364174,0.002189942169934511,0.003178203711286187,0.002994328737258911,0.0016448399983346462
24,0.00010849230602616444,0.0018275880720466375,0.0014521701959893107,1e-04,0.002388949738815427,0.0019124493701383471,0.0010233735665678978,0.00012160264304839075,0.002969801891595125,0.002055080607533455,0.003072858089581132,0.002820563968271017,0.0012905780458822846
25,0.00010854114225367084,0.0019078004406765103,0.0014544309815391898,1e-04,0.0023356133606284857,0.001910351449623704,0.0010098471539095044,0.0001073238963726908,0.0029100433457642794,0.0021245144307613373,0.0031778819393366575,0.002963338978588581,0.001463984721340239
26,9.253378084395081e-05,0.0017888975562527776,0.0014103680150583386,1e-04,0.002265150658786297,0.0018849277403205633,0.0010203287238255143,0.00016552380111534148,0.002926232060417533,0.002084268257021904,0.002923887223005295,0.002912884810939431,0.0014928129967302084
27,0.00010088094859384,0.0017000662628561258,0.0013401751639321446,1e-04,0.0022146753035485744,0.0017508764285594225,0.0009343758574686944,0.00011521896522026509,0.0027709798887372017,0.0020041652023792267,0.002944196807220578,0.0027205818332731724,0.0014698471641167998
28,8.94370605237782e-05,0.0016817922005429864,0.0013133026659488678,1e-04,0.002211041981354356,0.0016947882249951363,0.0008894539205357432,0.0001151070900959894,0.002892488846555352,0.0020689021330326796,0.003076694207265973,0.002898045117035508,0.0013621747493743896
29,8.58854764373973e-05,0.001609412138350308,0.0012696792837232351,1e-04,0.002096976852044463,0.0016530309803783894,0.0009030898218043149,0.00012066417548339814,0.002803404815495014,0.0020043267868459225,0.003027975792065263,0.002785119228065014,0.0012844693847000599
30,8.66310074343346e-05,0.0015862310538068414,0.001230030320584774,1e-04,0.0019785736221820116,0.0016092663863673806,0.0008894506026990712,8.95537668839097e-05,0.002934058429673314,0.002106420462951064,0.0030596305150538683,0.0029879629146307707,0.001460897154174745
31,8.455023635178804e-05,0.0015942854806780815,0.0012156302109360695,1e-04,0.0019830958917737007,0.001605014898814261,0.0008112053037621081,7.734573591733351e-05,0.0029875338077545166,0.002038314240053296,0.0029116899240761995,0.002883254550397396,0.0013317480916157365
32,7.782637112541124e-05,0.0015270889271050692,0.001187580986879766,1e-04,0.0019347923807799816,0.0015731542371213436,0.0008250416140072048,0.00011900911340489984,0.0030398236121982336,0.0022146012634038925,0.0033359637018293142,0.003058631671592593,0.001519577344879508
33,5.9748959756689146e-05,0.001363727729767561,0.0010497801704332232,5e-05,0.00168411189224571,0.001418708125129342,0.000722601602319628,7.621691474923864e-05,0.0028370593208819628,0.002026687376201153,0.0029696677811443806,0.002949762623757124,0.0013007271336391568
34,5.757421240559779e-05,0.001310409395955503,0.0010078236227855086,5e-05,0.0016550985164940357,0.0013283905573189259,0.0006876467959955335,8.230999810621142e-05,0.0027477331459522247,0.0020031416788697243,0.003028180915862322,0.0028630129527300596,0.0012944707414135337
35,5.931454143137671e-05,0.0012884445022791624,0.0009886282496154308,5e-05,0.0015913228271529078,0.0013537734048441052,0.0006502842297777534,8.332779543707147e-05,0.003057016059756279,0.0020601877477020025,0.002892247634008527,0.0029054591432213783,0.0013628898886963725
36,5.4948541219346225e-05,0.0012138424208387733,0.000952768896240741,5e-05,0.001571468310430646,0.0012654494494199753,0.0006581356283277273,8.802963566267863e-05,0.0029535184148699045,0.0019997446797788143,0.0029023117385804653,0.0027797487564384937,0.0012751141330227256
37,5.964759475318715e-05,0.0012228646082803607,0.0009459655848331749,5e-05,0.0015464199241250753,0.001227288506925106,0.0006736065843142569,9.283837425755337e-05,0.0029781919438391924,0.0019845201168209314,0.0029551892075687647,0.0028142824303358793,0.0010820997413247824
38,5.549902925849892e-05,0.001223093713633716,0.000929712550714612,5e-05,0.001512299058958888,0.00121643568854779,0.0006412347429431975,7.467045361408964e-05,0.003031207015737891,0.0020858601201325655,0.0029932884499430656,0.0030530833173543215,0.001277051749639213
39,5.52002020413056e-05,0.0011756991734728217,0.0008936082595027983,5e-05,0.001448345952667296,0.0011569363996386528,0.0006318610976450145,8.209194493247196e-05,0.0030637462623417377,0.0020991500932723284,0.002937236102297902,0.0030432480853050947,0.0013694287044927478
40,5.804107422591187e-05,0.0011489448370411992,0.0008830935112200677,5e-05,0.0014171868097037077,0.00115964247379452,0.0006316539365798235,9.462923480896279e-05,0.003007985418662429,0.002000638283789158,0.0028404495678842068,0.002802432281896472,0.0012576957233250141
41,5.403281102189794e-05,0.0011318292235955596,0.0008660641615279019,5e-05,0.0013977466151118279,0.0011239525629207492,0.0006227604462765157,6.007911724736914e-05,0.0029880788642913103,0.002084067091345787,0.0030508735217154026,0.003038174007087946,0.0012831310741603374
42,5.5198597692651674e-05,0.0011134231463074684,0.0008474255446344614,5e-05,0.0013776340056210756,0.0010860029142349958,0.0006048684590496123,7.583294791402295e-05,0.0030898514669388533,0.002046535024419427,0.002931963186711073,0.0029100626707077026,0.0012249634601175785
43,4.765422272612341e-05,0.0009827949106693268,0.0007587823201902211,2.5e-05,0.001219119061715901,0.0009813528740778565,0.0005629911320284009,7.433974678860977e-05,0.003175271674990654,0.0021159159950912,0.002972222166135907,0.003044642973691225,0.0013131028972566128
44,4.911387441097759e-05,0.0010188027517870069,0.0007590635796077549,2.5e-05,0.0012121620820835233,0.0009640604839660227,0.0005511779454536736,6.694455078104511e-05,0.0031197911594063044,0.0020317258313298225,0.002866190392524004,0.002879002131521702,0.0012266997946426272
45,4.697859549196437e-05,0.0009929510997608304,0.0007458229665644467,2.5e-05,0.0011935642687603831,0.0009565578075125813,0.0005390627775341272,7.246003224281594e-05,0.002936841454356909,0.001973057398572564,0.0029101637192070484,0.002747909165918827,0.0011979116825386882
46,4.794149936060421e-05,0.0009530687821097672,0.0007329224026761949,2.5e-05,0.0011816456681117415,0.0009508428047411144,0.0005311127752065659,7.308869680855423e-05,0.0031765750609338284,0.00207931618206203,0.00298260897397995,0.0029366808012127876,0.0012276270426809788
47,4.6070585085544735e-05,0.0009265270782634616,0.0007164645940065384,2.5e-05,0.0011585266329348087,0.0009186932584270835,0.0005325029487721622,6.15201352047734e-05,0.0031002338510006666,0.0020225816406309605,0.0029929038137197495,0.0028118686750531197,0.0011463810224086046
48,4.594923302647658e-05,0.0009142769849859178,0.0006920350133441389,2.5e-05,0.0010886674281209707,0.0008843553951010108,0.0005269265966489911,6.69759392621927e-05,0.0028923125937581062,0.0019882831256836653,0.003010150045156479,0.0028005053754895926,0.0011714721331372857
49,4.4884141971124336e-05,0.0009200189961120486,0.000699139665812254,2.5e-05,0.0011203924659639597,0.0009073275723494589,0.0005030743777751923,6.82900645188056e-05,0.0030984003096818924,0.00206003338098526,0.002921402221545577,0.0030338421929627657,0.001178233651444316
50,4.595561040332541e-05,0.0009107408113777637,0.0006892154342494905,2.5e-05,0.0010983049869537354,0.0008729195687919855,0.0005181561573408544,6.396106618922204e-05,0.0029600015841424465,0.002077421871945262,0.0029322963673621416,0.0030575294513255358,0.001373320003040135
51,4.37613925896585e-05,0.0008765296079218388,0.000659166369587183,1.25e-05,0.0010239121038466692,0.0008475634385831654,0.0005040672258473933,6.852805381640792e-05,0.00283791939727962,0.002015549223870039,0.00298517569899559,0.0028979491908103228,0.0012881752336397767
52,4.4276453991187736e-05,0.0008494752109982073,0.0006608462426811457,1.25e-05,0.0010541413212195039,0.000846497539896518,0.0005098400870338082,7.257920515257865e-05,0.0030152418185025454,0.0020504058338701725,0.003071526763960719,0.002896058140322566,0.001196627039462328
53,4.3202831875532866e-05,0.0008305407827720046,0.0006444972823373973,1.25e-05,0.0010244289878755808,0.0008266629884019494,0.0004976523341611028,6.693326577078551e-05,0.002870025113224983,0.0020128898322582245,0.0030571874231100082,0.0028008033987134695,0.001269499072805047
54,4.1414343286305666e-05,0.0008447569562122226,0.0006324754212982953,1.25e-05,0.0009757448569871485,0.0008098339894786477,0.0004906273679807782,6.488568033091724e-05,0.003018199698999524,0.0020692136604338884,0.003068334423005581,0.002895340556278825,0.0012993068667128682
55,4.267644544597715e-05,0.0008531744824722409,0.0006372587522491813,1.25e-05,0.0009873186936601996,0.0008218320435844362,0.00048129327478818595,6.550184480147436e-05,0.0029547582380473614,0.0020476453937590122,0.0030928843189030886,0.002917596837505698,0.0012074867263436317
